shipment_id,booking_date,departure_date,arrival_date,weight_kg,volume_cbm,freight_cost_eur,status,origin_country,destination_country,customer_name,customer_segment,carrier_name,mode,carrier_mode,Anno_Settimana,Giorni_Transito,SLA_Rispettato,Costo_per_Kg,Costo_per_CBM,Categoria_Errore,Insuccesso_Flag
385,2024-12-19,2024-12-27,,"194,8","0,69","414,08",In Transit,Italy,USA,Sunrise Apparel Ltd,Key Account,Cosco Shipping,Air,Sea,2024-51,,,,,Dati Validi,0
386,2024-07-10,2024-07-13,,"15794,8","94,16","15383,69",In Transit,Sweden,Italy,Far East Trading Co,Standard,Emirates SkyCargo,Sea,Air,2024-28,,,,,Dati Validi,0
387,2025-05-05,2025-05-09,2025-05-14,"14257,3","67,37","14135,47",Delivered,Italy,Portugal,Pinnacle Electronics ,Key Account,Maersk,Air,Sea,2025-18,"5,0","1,0",,,Dati Validi,0
388,2024-02-10,2024-02-20,2024-03-15,"3701,2","12,84","6261,65",Delivered,Germany,Netherlands,Coastal Imports,SME,Maersk Line,Sea,Sea,2024-06,"24,0","1,0","1,6917891494650383","487,667445482866",Dati Validi,0
389,2024-03-28,2024-04-01,,"21841,4","77,98","18018,19",In Transit,Netherlands,Italy,Coastal Imports,SME,MSC,Road,Sea,2024-13,,,,,Dati Validi,0
390,2025-06-07,2025-06-12,2025-06-16,"15098,7","52,36","27730,08",Delayed,Sweden,Italy,Coastal Imports,SME,Maersk Line,Road,Sea,2025-22,"4,0",,,,Dati Validi,1
391,2024-01-17,2024-01-21,,"20010,0","79,2","47958,45",Cancelled,Italy,Germany,Pinnacle Electronics,Key Account,CMA CGM,Sea,Sea,2024-03,,,"2,3967241379310344","605,5359848484848",Dati Validi,1
392,2025-05-30,2025-06-01,2025-06-04,"14523,7","50,91","24657,73",Delivered,China,Italy,Atlantic Furniture Co.,Standard,,Road,Road,2025-21,"3,0","1,0","1,6977581470286496","484,33961893537617",Anagrafica Carrier Mancante,0
393,2025-01-14,2025-01-15,2025-01-25,"5087,2","18,82","11858,22",Delivered,Spain,Italy,Riverstone Logistics Partners,SME,CMA CGM,Road,Sea,2025-02,"10,0","1,0",,,Dati Validi,0
394,2024-09-17,2024-09-25,,"1889,8","7,88","3362,25",Cancelled,Sweden,Italy,Coastal Imports,SME,Maersk,Air,Sea,2024-38,,,,,Dati Validi,1
395,2024-04-30,2024-05-09,2024-05-11,"14417,3","56,95","16874,39",Delivered,Germany,Netherlands,Nordic Textiles AB,Key Account,MSC,Road,Sea,2024-18,"2,0","1,0",,,Dati Validi,0
396,2024-09-24,2024-10-03,,"8075,9","42,21","16736,21",In Transit,Netherlands,Italy,Atlantic Furniture Co.,Standard,CMA CGM,Road,Sea,2024-39,,,,,Dati Validi,0
397,2024-07-02,2024-07-08,,"10668,5","35,77","19378,78",In Transit,Italy,Portugal,Pinnacle Electronics,Key Account,Cosco Shipping,Road,Sea,2024-27,,,,,Dati Validi,0
398,2024-08-23,2024-08-31,2024-09-04,"4757,4","22,65","6009,86",Delivered,Italy,Germany,Pinnacle Electronics,Key Account,Maersk Line,Road,Sea,2024-34,"4,0","1,0",,,Dati Validi,0
399,2024-01-06,2024-01-08,2024-02-01,"20372,7","94,62","11409,88",Delivered,Spain,Italy,Pinnacle Electronics ,Key Account,MSC,Sea,Sea,2024-01,"24,0","1,0","0,560057331625165","120,58634538152609",Dati Validi,0
400,2025-02-14,2025-02-24,2025-03-06,"15669,7","65,39","42170,76",Delivered,Spain,Italy,Atlantic Furniture Co,Standard,MSC,Road,Sea,2025-06,"10,0","1,0",,,Dati Validi,0
401,2024-07-25,2024-08-03,2024-08-06,"787,7","3,28","1421,3",Delivered,China,Italy,Riverstone Logistics Partners,SME,,Air,Road,2024-30,"3,0","1,0",,,Anagrafica Carrier Mancante,0
402,2024-01-01,2024-01-04,2024-01-05,"17163,8","84,56","350967,45",Delivered,Italy,UK,Atlantic Furniture Co.,Standard,MSC,Air,Sea,2024-01,"1,0","1,0",,,Dati Validi,0
403,2024-04-02,2024-04-11,2024-04-17,"18263,3","63,58","22950,15",Delayed,Italy,Germany,Far East Trading Co,Standard,MSC,Road,Sea,2024-14,"6,0",,,,Dati Validi,1
404,2025-04-10,2025-04-17,2025-04-19,"3892,0","17,23","7000,97",Delivered,Italy,UK,Delta Manufacturing,Standard,Lufthansa Cargo,Road,Air,2025-14,"2,0","1,0",,,Dati Validi,0
405,2024-09-13,2024-09-21,,"10665,7","57,19","13282,27",In Transit,Netherlands,Italy,Green Valley Foods,SME,Maersk,Road,Sea,2024-37,,,,,Dati Validi,0
406,2025-05-08,2025-05-10,2025-05-16,"8449,7","31,49","8144,49",Delivered,China,Italy,Riverstone Logistics Partners,SME,,Road,Road,2025-18,"6,0","1,0","0,9638791909771943","258,63734518894887",Anagrafica Carrier Mancante,0
407,2024-01-10,2024-01-15,2024-01-17,"2091,6","8,33","5034,91",Delivered,Germany,Netherlands,Green Valley Foods,SME,CMA CGM,Air,Sea,2024-02,"2,0","1,0",,,Dati Validi,0
408,2024-08-11,2024-08-21,2024-08-24,"20839,2","82,54","54069,51",Delivered,Italy,USA,Atlantic Furniture Co.,Standard,,Air,Road,2024-32,"3,0","1,0",,,Anagrafica Carrier Mancante,0
409,2024-09-28,2024-10-02,2024-10-07,"18376,9","66,72","23375,82",Delivered,Italy,UK,Sunrise Apparel Ltd,Key Account,Lufthansa Cargo,Road,Air,2024-39,"5,0","1,0",,,Dati Validi,0
410,2024-01-07,2024-01-16,,"10636,3","43,75","17217,43",Cancelled,Italy,Portugal,Atlantic Furniture Co,Standard,Maersk,Road,Sea,2024-01,,,,,Dati Validi,1
411,2025-06-07,2025-06-12,2025-06-16,"16516,2","97,59","27644,16",Delivered,Sweden,Italy,Coastal Imports,SME,Emirates SkyCargo,Air,Air,2025-22,"4,0","1,0","1,6737603080611763","283,268367660621",Dati Validi,0
412,2025-02-07,2025-02-10,2025-02-19,"15376,5","70,21","31639,09",Delivered,Italy,USA,Far East Trading Co,Standard,MSC,Road,Sea,2025-05,"9,0","1,0",,,Dati Validi,0
413,2024-11-29,2024-12-05,2024-12-11,"12091,0","65,16","18778,67",Delivered,Italy,Germany,Sunrise Apparel Ltd,Key Account,CMA CGM,Road,Sea,2024-48,"6,0","1,0",,,Dati Validi,0
414,2024-08-03,2024-08-10,2024-08-13,"18802,5","97,96","15734,58",Delivered,Spain,Italy,Green Valley Foods,SME,Maersk Line,Air,Sea,2024-31,"3,0","1,0",,,Dati Validi,0
415,2024-08-29,2024-09-07,,"8410,4","48,93","22826,86",Cancelled,Netherlands,Italy,Coastal Imports,SME,Lufthansa Cargo,Sea,Air,2024-35,,,,,Dati Validi,1
416,2024-05-17,2024-05-26,2024-05-31,"6980,2","31,3","7346,99",Delayed,Italy,Portugal,Nordic Textiles AB,Key Account,Maersk Line,Air,Sea,2024-20,"5,0",,,,Dati Validi,1
417,2024-03-02,2024-03-06,2024-04-03,"18465,4","112,29","40525,19",Delivered,Sweden,Italy,Nordic Textiles AB,Key Account,CMA CGM,Sea,Sea,2024-09,"28,0","1,0","2,1946554095768303","360,8975866061092",Dati Validi,0
418,2024-12-18,2024-12-19,2024-12-27,"7756,4","30,79","14627,47",Delivered,Netherlands,Italy,Green Valley Foods,SME,Cosco Shipping,Road,Sea,2024-51,"8,0","1,0",,,Dati Validi,0
419,2024-12-29,2025-01-04,2025-02-09,"17055,6","78,58","10296,51",Delivered,Netherlands,Italy,Riverstone Logistics Partners,SME,Cosco Shipping,Sea,Sea,2024-52,"36,0","1,0","0,6037025962147331","131,0321964876559",Dati Validi,0
420,2025-03-07,2025-03-17,2025-04-24,"18683,4","116,26","14867,32",Delivered,Italy,USA,Mediterraneo Ceramiche,Standard,Maersk Line,Sea,Sea,2025-09,"38,0","1,0","0,7957502381793463","127,87992430758644",Dati Validi,0
